anno	geneIDs	geneNames
10093	LOC645431|645431	645431	LOC645431
10094	LOC645676|645676	645676	LOC645676
10095	LOC645752|645752	645752	LOC645752
10096	LOC646214|646214	646214	LOC646214
10097	LOC646471|646471	646471	LOC646471
10098	LOC646498|646498	646498	LOC646498
10099	LOC646627|646627	646627	LOC646627
10100	LOC646762|646762	646762	LOC646762
10101	LOC646813|646813	646813	LOC646813
10102	LOC646851|646851	646851	LOC646851
10103	LOC646982|646982	646982	LOC646982
10104	LOC646999|646999	646999	LOC646999
10105	LOC647121|647121	647121	LOC647121
10106	LOC647288|647288	647288	LOC647288
10107	LOC647309|647309	647309	LOC647309
10108	LOC647859|647859	647859	LOC647859
10109	LOC647946|647946	647946	LOC647946
10110	LOC647979|647979	647979	LOC647979
10111	LOC648691|648691	648691	LOC648691
10112	LOC648740|648740	648740	LOC648740
10113	LOC649330|649330	649330	LOC649330
10114	LOC650293|650293	650293	LOC650293
10115	LOC650368|650368	650368	LOC650368
10116	LOC650623|650623	650623	LOC650623
10117	LOC651250|651250	651250	LOC651250
10118	LOC652276|652276	652276	LOC652276
10119	LOC653113|653113	653113	LOC653113
10120	LOC653501|653501	653501	LOC653501
10121	LOC653544|653544	653544	LOC653544
10122	LOC653545|653545	653545	LOC653545
10123	LOC653566|653566	653566	LOC653566
10124	LOC653653|653653	653653	LOC653653
10125	LOC653786|653786	653786	LOC653786
10126	LOC654342|654342	654342	LOC654342
10127	LOC654433|654433	654433	LOC654433
10128	LOC678655|678655	678655	LOC678655
10129	LOC723809|723809	723809	LOC723809
10130	LOC723972|723972	723972	LOC723972
10131	LOC727677|727677	727677	LOC727677
10132	LOC727896|727896	727896	LOC727896
10133	LOC727924|727924	727924	LOC727924
10134	LOC728024|728024	728024	LOC728024
10135	LOC728190|728190	728190	LOC728190
10136	LOC728264|728264	728264	LOC728264
10137	LOC728276|728276	728276	LOC728276
10138	LOC728323|728323	728323	LOC728323
10139	LOC728392|728392	728392	LOC728392
10140	LOC728410|728410	728410	LOC728410
10141	LOC728554|728554	728554	LOC728554
10142	LOC728606|728606	728606	LOC728606
10143	LOC728613|728613	728613	LOC728613
10144	LOC728640|728640	728640	LOC728640
10145	LOC728643|728643	728643	LOC728643
10146	LOC728723|728723	728723	LOC728723
10147	LOC728743|728743	728743	LOC728743
10148	LOC728758|728758	728758	LOC728758
10149	LOC728819|728819	728819	LOC728819
10150	LOC728855|728855	728855	LOC728855
10151	LOC728875|728875	728875	LOC728875
10152	LOC728989|728989	728989	LOC728989
10153	LOC729020|729020	729020	LOC729020
10154	LOC729082|729082	729082	LOC729082
10155	LOC729121|729121	729121	LOC729121
10156	LOC729156|729156	729156	LOC729156
10157	LOC729176|729176	729176	LOC729176
10158	LOC729234|729234	729234	LOC729234
10159	LOC729375|729375	729375	LOC729375
10160	LOC729467|729467	729467	LOC729467
10161	LOC729603|729603	729603	LOC729603
10162	LOC729609|729609	729609	LOC729609
10163	LOC729668|729668	729668	LOC729668
10164	LOC729678|729678	729678	LOC729678
10165	LOC729799|729799	729799	LOC729799
10166	LOC729991-MEF2B|4207	4207	LOC729991-MEF2B
10167	LOC729991|729991	729991	LOC729991
10168	LOC730101|730101	730101	LOC730101
10169	LOC730668|730668	730668	LOC730668
10170	LOC730811|730811	730811	LOC730811
10171	LOC731779|731779	731779	LOC731779
10172	LOC731789|731789	731789	LOC731789
10173	LOC732275|732275	732275	LOC732275
10174	LOC80054|80054	80054	LOC80054
10175	LOC80154|80154	80154	LOC80154
10176	LOC81691|81691	81691	LOC81691
10177	LOC84740|84740	84740	LOC84740
10178	LOC84856|84856	84856	LOC84856
10179	LOC84931|84931	84931	LOC84931
10180	LOC84989|84989	84989	LOC84989
10181	LOC90110|90110	90110	LOC90110
10182	LOC90246|90246	90246	LOC90246
10183	LOC90586|90586	90586	LOC90586
10184	LOC90784|90784	90784	LOC90784
10185	LOC90834|90834	90834	LOC90834
10186	LOC91149|91149	91149	LOC91149
10187	LOC91316|91316	91316	LOC91316
10188	LOC91450|91450	91450	LOC91450
10189	LOC91948|91948	91948	LOC91948
10190	LOC92249|92249	92249	LOC92249
10191	LOC92659|92659	92659	LOC92659
10192	LOC92973|92973	92973	LOC92973
10193	LOC93432|93432	93432	LOC93432
10194	LOC93622|93622	93622	LOC93622
10195	LOC96610|96610	96610	LOC96610
10196	LOH12CR1|118426	118426	LOH12CR1
10197	LOH12CR2|503693	503693	LOH12CR2
10198	LOH3CR2A|29931	29931	LOH3CR2A
10199	LONP1|9361	9361	LONP1
10200	LONP2|83752	83752	LONP2
10201	LONRF1|91694	91694	LONRF1
10202	LONRF2|164832	164832	LONRF2
10203	LONRF3|79836	79836	LONRF3
10204	LOR|4014	4014	LOR
10205	LOXHD1|125336	125336	LOXHD1
10206	LOXL1|4016	4016	LOXL1
10207	LOXL2|4017	4017	LOXL2
10208	LOXL3|84695	84695	LOXL3
10209	LOXL4|84171	84171	LOXL4
10210	LOX|4015	4015	LOX
10211	LPAL2|80350	80350	LPAL2
10212	LPAR1|1902	1902	LPAR1
10213	LPAR2|9170	9170	LPAR2
10214	LPAR3|23566	23566	LPAR3
10215	LPAR4|2846	2846	LPAR4
10216	LPAR5|57121	57121	LPAR5
10217	LPAR6|10161	10161	LPAR6
10218	LPA|4018	4018	LPA
10219	LPCAT1|79888	79888	LPCAT1
10220	LPCAT2|54947	54947	LPCAT2
10221	LPCAT3|10162	10162	LPCAT3
10222	LPCAT4|254531	254531	LPCAT4
10223	LPGAT1|9926	9926	LPGAT1
10224	LPHN1|22859	22859	LPHN1
10225	LPHN2|23266	23266	LPHN2
10226	LPHN3|23284	23284	LPHN3
10227	LPIN1|23175	23175	LPIN1
10228	LPIN2|9663	9663	LPIN2
10229	LPIN3|64900	64900	LPIN3
10230	LPL|4023	4023	LPL
10231	LPO|4025	4025	LPO
10232	LPPR1|54886	54886	LPPR1
10233	LPPR2|64748	64748	LPPR2
10234	LPPR3|79948	79948	LPPR3
10235	LPPR4|9890	9890	LPPR4
10236	LPPR5|163404	163404	LPPR5
10237	LPP|4026	4026	LPP
10238	LPXN|9404	9404	LPXN
10239	LQK1|642946	642946	LQK1
10240	LRAT|9227	9227	LRAT
10241	LRBA|987	987	LRBA
10242	LRCH1|23143	23143	LRCH1
10243	LRCH2|57631	57631	LRCH2
10244	LRCH3|84859	84859	LRCH3
10245	LRCH4|4034	4034	LRCH4
10246	LRDD|55367	55367	LRDD
10247	LRFN1|57622	57622	LRFN1
10248	LRFN2|57497	57497	LRFN2
10249	LRFN3|79414	79414	LRFN3
10250	LRFN4|78999	78999	LRFN4
10251	LRFN5|145581	145581	LRFN5
10252	LRG1|116844	116844	LRG1
10253	LRGUK|136332	136332	LRGUK
10254	LRIG1|26018	26018	LRIG1
10255	LRIG2|9860	9860	LRIG2
10256	LRIG3|121227	121227	LRIG3
10257	LRIT1|26103	26103	LRIT1
10258	LRIT2|340745	340745	LRIT2
10259	LRIT3|345193	345193	LRIT3
10260	LRMP|4033	4033	LRMP
10261	LRP10|26020	26020	LRP10
10262	LRP11|84918	84918	LRP11
10263	LRP12|29967	29967	LRP12
10264	LRP1B|53353	53353	LRP1B
10265	LRP1|4035	4035	LRP1
10266	LRP2BP|55805	55805	LRP2BP
10267	LRP2|4036	4036	LRP2
10268	LRP3|4037	4037	LRP3
10269	LRP4|4038	4038	LRP4
10270	LRP5L|91355	91355	LRP5L
10271	LRP5|4041	4041	LRP5
10272	LRP6|4040	4040	LRP6
10273	LRP8|7804	7804	LRP8
10274	LRPAP1|4043	4043	LRPAP1
10275	LRPPRC|10128	10128	LRPPRC
10276	LRRC10B|390205	390205	LRRC10B
10277	LRRC10|376132	376132	LRRC10
10278	LRRC14B|389257	389257	LRRC14B
10279	LRRC14|9684	9684	LRRC14
10280	LRRC15|131578	131578	LRRC15
10281	LRRC16A|55604	55604	LRRC16A
10282	LRRC16B|90668	90668	LRRC16B
10283	LRRC17|10234	10234	LRRC17
10284	LRRC18|474354	474354	LRRC18
10285	LRRC19|64922	64922	LRRC19
10286	LRRC1|55227	55227	LRRC1
10287	LRRC20|55222	55222	LRRC20
10288	LRRC23|10233	10233	LRRC23
10289	LRRC24|441381	441381	LRRC24
10290	LRRC25|126364	126364	LRRC25
10291	LRRC26|389816	389816	LRRC26
10292	LRRC27|80313	80313	LRRC27
10293	LRRC28|123355	123355	LRRC28
10294	LRRC29|26231	26231	LRRC29
10295	LRRC2|79442	79442	LRRC2
10296	LRRC30|339291	339291	LRRC30
10297	LRRC31|79782	79782	LRRC31
10298	LRRC32|2615	2615	LRRC32
10299	LRRC33|375387	375387	LRRC33
10300	LRRC34|151827	151827	LRRC34
10301	LRRC36|55282	55282	LRRC36
10302	LRRC37A2|474170	474170	LRRC37A2
10303	LRRC37A3|374819	374819	LRRC37A3
10304	LRRC37A4|55073	55073	LRRC37A4
10305	LRRC37A|9884	9884	LRRC37A
10306	LRRC37B2|147172	147172	LRRC37B2
10307	LRRC37B|114659	114659	LRRC37B
10308	LRRC39|127495	127495	LRRC39
10309	LRRC3B|116135	116135	LRRC3B
10310	LRRC3|81543	81543	LRRC3
10311	LRRC40|55631	55631	LRRC40
10312	LRRC41|10489	10489	LRRC41
10313	LRRC42|115353	115353	LRRC42
10314	LRRC43|254050	254050	LRRC43
10315	LRRC45|201255	201255	LRRC45
10316	LRRC46|90506	90506	LRRC46
10317	LRRC47|57470	57470	LRRC47
10318	LRRC48|83450	83450	LRRC48
10319	LRRC49|54839	54839	LRRC49
10320	LRRC4B|94030	94030	LRRC4B
10321	LRRC4C|57689	57689	LRRC4C
10322	LRRC4|64101	64101	LRRC4
10323	LRRC50|123872	123872	LRRC50
10324	LRRC52|440699	440699	LRRC52
10325	LRRC55|219527	219527	LRRC55
10326	LRRC56|115399	115399	LRRC56
10327	LRRC57|255252	255252	LRRC57
10328	LRRC58|116064	116064	LRRC58
10329	LRRC59|55379	55379	LRRC59
10330	LRRC61|65999	65999	LRRC61
10331	LRRC66|339977	339977	LRRC66
10332	LRRC67|286187	286187	LRRC67
10333	LRRC69|100130742	100130742	LRRC69
10334	LRRC6|23639	23639	LRRC6
10335	LRRC70|100130733	100130733	LRRC70
10336	LRRC7|57554	57554	LRRC7
10337	LRRC8A|56262	56262	LRRC8A
10338	LRRC8B|23507	23507	LRRC8B
10339	LRRC8C|84230	84230	LRRC8C
10340	LRRC8D|55144	55144	LRRC8D
10341	LRRC8E|80131	80131	LRRC8E
10342	LRRCC1|85444	85444	LRRCC1
10343	LRRFIP1|9208	9208	LRRFIP1
10344	LRRFIP2|9209	9209	LRRFIP2
10345	LRRIQ1|84125	84125	LRRIQ1
10346	LRRIQ3|127255	127255	LRRIQ3
10347	LRRIQ4|344657	344657	LRRIQ4
10348	LRRK1|79705	79705	LRRK1
10349	LRRK2|120892	120892	LRRK2
10350	LRRN1|57633	57633	LRRN1
10351	LRRN2|10446	10446	LRRN2
10352	LRRN3|54674	54674	LRRN3
10353	LRRN4CL|221091	221091	LRRN4CL
10354	LRRN4|164312	164312	LRRN4
10355	LRRTM1|347730	347730	LRRTM1
10356	LRRTM2|26045	26045	LRRTM2
10357	LRRTM3|347731	347731	LRRTM3
10358	LRRTM4|80059	80059	LRRTM4
10359	LRSAM1|90678	90678	LRSAM1
10360	LRTM1|57408	57408	LRTM1
10361	LRTM2|654429	654429	LRTM2
10362	LRTOMT|220074	220074	LRTOMT
10363	LRWD1|222229	222229	LRWD1
10364	LSAMP|4045	4045	LSAMP
10365	LSG1|55341	55341	LSG1
10366	LSM10|84967	84967	LSM10
10367	LSM11|134353	134353	LSM11
10368	LSM12|124801	124801	LSM12
10369	LSM14A|26065	26065	LSM14A
10370	LSM14B|149986	149986	LSM14B
10371	LSM1|27257	27257	LSM1
10372	LSM2|57819	57819	LSM2
10373	LSM3|27258	27258	LSM3
10374	LSM4|25804	25804	LSM4
10375	LSM5|23658	23658	LSM5
10376	LSM6|11157	11157	LSM6
10377	LSM7|51690	51690	LSM7
10378	LSMD1|84316	84316	LSMD1
10379	LSP1|4046	4046	LSP1
10380	LSR|51599	51599	LSR
10381	LSS|4047	4047	LSS
10382	LST-3TM12|338821	338821	LST-3TM12
10383	LST1|7940	7940	LST1
10384	LTA4H|4048	4048	LTA4H
10385	LTA|4049	4049	LTA
10386	LTB4R2|56413	56413	LTB4R2
10387	LTB4R|1241	1241	LTB4R
10388	LTBP1|4052	4052	LTBP1
10389	LTBP2|4053	4053	LTBP2
10390	LTBP3|4054	4054	LTBP3
10391	LTBP4|8425	8425	LTBP4
10392	LTBR|4055	4055	LTBR
10393	LTB|4050	4050	LTB
10394	LTC4S|4056	4056	LTC4S
10395	LTF|4057	4057	LTF
10396	LTK|4058	4058	LTK
10397	LTV1|84946	84946	LTV1
10398	LUC7L2|51631	51631	LUC7L2
10399	LUC7L3|51747	51747	LUC7L3
10400	LUC7L|55692	55692	LUC7L
10401	LUM|4060	4060	LUM
10402	LUZP1|7798	7798	LUZP1
10403	LUZP2|338645	338645	LUZP2
10404	LUZP4|51213	51213	LUZP4
10405	LUZP6|767558	767558	LUZP6
10406	LXN|56925	56925	LXN
10407	LY6D|8581	8581	LY6D
10408	LY6E|4061	4061	LY6E
10409	LY6G5B|58496	58496	LY6G5B
10410	LY6G5C|80741	80741	LY6G5C
10411	LY6G6C|80740	80740	LY6G6C
10412	LY6G6D|58530	58530	LY6G6D
10413	LY6G6E|79136	79136	LY6G6E
10414	LY6G6F|259215	259215	LY6G6F
10415	LY6H|4062	4062	LY6H
10416	LY6K|54742	54742	LY6K
10417	LY75|4065	4065	LY75
10418	LY86|9450	9450	LY86
10419	LY96|23643	23643	LY96
10420	LY9|4063	4063	LY9
10421	LYAR|55646	55646	LYAR
10422	LYG1|129530	129530	LYG1
10423	LYG2|254773	254773	LYG2
10424	LYL1|4066	4066	LYL1
10425	LYNX1|66004	66004	LYNX1
10426	LYN|4067	4067	LYN
10427	LYPD1|116372	116372	LYPD1
10428	LYPD2|137797	137797	LYPD2
10429	LYPD3|27076	27076	LYPD3
10430	LYPD4|147719	147719	LYPD4
10431	LYPD5|284348	284348	LYPD5
10432	LYPD6B|130576	130576	LYPD6B
10433	LYPD6|130574	130574	LYPD6
10434	LYPLA1|10434	10434	LYPLA1
10435	LYPLA2P1|653639	653639	LYPLA2P1
10436	LYPLA2|11313	11313	LYPLA2
10437	LYPLAL1|127018	127018	LYPLAL1
10438	LYRM1|57149	57149	LYRM1
10439	LYRM2|57226	57226	LYRM2
10440	LYRM4|57128	57128	LYRM4
10441	LYRM5|144363	144363	LYRM5
10442	LYRM7|90624	90624	LYRM7
10443	LYSMD1|388695	388695	LYSMD1
10444	LYSMD2|256586	256586	LYSMD2
10445	LYSMD3|116068	116068	LYSMD3
10446	LYSMD4|145748	145748	LYSMD4
10447	LYST|1130	1130	LYST
10448	LYVE1|10894	10894	LYVE1
10449	LYZL1|84569	84569	LYZL1
10450	LYZL2|119180	119180	LYZL2
10451	LYZL4|131375	131375	LYZL4
10452	LYZL6|57151	57151	LYZL6
10453	LYZ|4069	4069	LYZ
10454	LZIC|84328	84328	LZIC
10455	LZTFL1|54585	54585	LZTFL1
10456	LZTR1|8216	8216	LZTR1
10457	LZTS1|11178	11178	LZTS1
10458	LZTS2|84445	84445	LZTS2
10459	M6PR|4074	4074	M6PR
10460	MAB21L1|4081	4081	MAB21L1
10461	MAB21L2|10586	10586	MAB21L2
10462	MACC1|346389	346389	MACC1
10463	MACF1|23499	23499	MACF1
10464	MACROD1|28992	28992	MACROD1
10465	MACROD2|140733	140733	MACROD2
10466	MAD1L1|8379	8379	MAD1L1
10467	MAD2L1BP|9587	9587	MAD2L1BP
10468	MAD2L1|4085	4085	MAD2L1
10469	MAD2L2|10459	10459	MAD2L2
10470	MADCAM1|8174	8174	MADCAM1
10471	MADD|8567	8567	MADD
10472	MAEA|10296	10296	MAEA
10473	MAEL|84944	84944	MAEL
10474	MAF1|84232	84232	MAF1
10475	MAFA|389692	389692	MAFA
10476	MAFB|9935	9935	MAFB
10477	MAFF|23764	23764	MAFF
10478	MAFG|4097	4097	MAFG
10479	MAFK|7975	7975	MAFK
10480	MAF|4094	4094	MAF
10481	MAGEA10|4109	4109	MAGEA10
10482	MAGEA11|4110	4110	MAGEA11
10483	MAGEA12|4111	4111	MAGEA12
10484	MAGEA1|4100	4100	MAGEA1
10485	MAGEA2|4101	4101	MAGEA2
10486	MAGEA3|4102	4102	MAGEA3
10487	MAGEA4|4103	4103	MAGEA4
10488	MAGEA5|4104	4104	MAGEA5
10489	MAGEA6|4105	4105	MAGEA6
10490	MAGEA8|4107	4107	MAGEA8
10491	MAGEA9B|728269	728269	MAGEA9B
10492	MAGEB10|139422	139422	MAGEB10
10493	MAGEB16|139604	139604	MAGEB16
10494	MAGEB18|286514	286514	MAGEB18
10495	MAGEB1|4112	4112	MAGEB1
10496	MAGEB2|4113	4113	MAGEB2
10497	MAGEB3|4114	4114	MAGEB3
10498	MAGEB4|4115	4115	MAGEB4
10499	MAGEB6|158809	158809	MAGEB6
10500	MAGEC1|9947	9947	MAGEC1
10501	MAGEC2|51438	51438	MAGEC2
10502	MAGEC3|139081	139081	MAGEC3
10503	MAGED1|9500	9500	MAGED1
10504	MAGED2|10916	10916	MAGED2
10505	MAGED4B|81557	81557	MAGED4B
10506	MAGED4|728239	728239	MAGED4
10507	MAGEE1|57692	57692	MAGEE1
10508	MAGEE2|139599	139599	MAGEE2
10509	MAGEF1|64110	64110	MAGEF1
10510	MAGEH1|28986	28986	MAGEH1
10511	MAGEL2|54551	54551	MAGEL2
10512	MAGI1|9223	9223	MAGI1
10513	MAGI2|9863	9863	MAGI2
10514	MAGI3|260425	260425	MAGI3
10515	MAGIX|79917	79917	MAGIX
10516	MAGOHB|55110	55110	MAGOHB
10517	MAGOH|4116	4116	MAGOH
10518	MAGT1|84061	84061	MAGT1
10519	MAG|4099	4099	MAG
10520	MAK16|84549	84549	MAK16
10521	MAK|4117	4117	MAK
10522	MAL2|114569	114569	MAL2
10523	MALAT1|378938	378938	MALAT1
10524	MALL|7851	7851	MALL
10525	MALT1|10892	10892	MALT1
10526	MAL|4118	4118	MAL
10527	MAMDC2|256691	256691	MAMDC2
10528	MAMDC4|158056	158056	MAMDC4
10529	MAML1|9794	9794	MAML1
10530	MAML2|84441	84441	MAML2
10531	MAML3|55534	55534	MAML3
10532	MAMLD1|10046	10046	MAMLD1
10533	MAMSTR|284358	284358	MAMSTR
10534	MAN1A1|4121	4121	MAN1A1
10535	MAN1A2|10905	10905	MAN1A2
10536	MAN1B1|11253	11253	MAN1B1
10537	MAN1C1|57134	57134	MAN1C1
10538	MAN2A1|4124	4124	MAN2A1
10539	MAN2A2|4122	4122	MAN2A2
10540	MAN2B1|4125	4125	MAN2B1
10541	MAN2B2|23324	23324	MAN2B2
10542	MAN2C1|4123	4123	MAN2C1
10543	MANBAL|63905	63905	MANBAL
10544	MANBA|4126	4126	MANBA
10545	MANEAL|149175	149175	MANEAL
10546	MANEA|79694	79694	MANEA
10547	MANF|7873	7873	MANF
10548	MANSC1|54682	54682	MANSC1
10549	MAOA|4128	4128	MAOA
10550	MAOB|4129	4129	MAOB
10551	MAP1A|4130	4130	MAP1A
10552	MAP1B|4131	4131	MAP1B
10553	MAP1D|254042	254042	MAP1D
10554	MAP1LC3A|84557	84557	MAP1LC3A
10555	MAP1LC3B2|643246	643246	MAP1LC3B2
10556	MAP1LC3B|81631	81631	MAP1LC3B
10557	MAP1LC3C|440738	440738	MAP1LC3C
10558	MAP1S|55201	55201	MAP1S
10559	MAP2K1|5604	5604	MAP2K1
10560	MAP2K2|5605	5605	MAP2K2
10561	MAP2K3|5606	5606	MAP2K3
10562	MAP2K4|6416	6416	MAP2K4
10563	MAP2K5|5607	5607	MAP2K5
10564	MAP2K6|5608	5608	MAP2K6
10565	MAP2K7|5609	5609	MAP2K7
10566	MAP2|4133	4133	MAP2
10567	MAP3K10|4294	4294	MAP3K10
10568	MAP3K11|4296	4296	MAP3K11
10569	MAP3K12|7786	7786	MAP3K12
10570	MAP3K13|9175	9175	MAP3K13
10571	MAP3K14|9020	9020	MAP3K14
10572	MAP3K15|389840	389840	MAP3K15
10573	MAP3K1|4214	4214	MAP3K1
10574	MAP3K2|10746	10746	MAP3K2
10575	MAP3K3|4215	4215	MAP3K3
10576	MAP3K4|4216	4216	MAP3K4
10577	MAP3K5|4217	4217	MAP3K5
10578	MAP3K6|9064	9064	MAP3K6
10579	MAP3K7|6885	6885	MAP3K7
10580	MAP3K8|1326	1326	MAP3K8
10581	MAP3K9|4293	4293	MAP3K9
10582	MAP4K1|11184	11184	MAP4K1
10583	MAP4K2|5871	5871	MAP4K2
10584	MAP4K3|8491	8491	MAP4K3
10585	MAP4K4|9448	9448	MAP4K4
10586	MAP4K5|11183	11183	MAP4K5
10587	MAP4|4134	4134	MAP4
10588	MAP6D1|79929	79929	MAP6D1
10589	MAP6|4135	4135	MAP6
10590	MAP7D1|55700	55700	MAP7D1
10591	MAP7D2|256714	256714	MAP7D2
10592	MAP7D3|79649	79649	MAP7D3
10593	MAP7|9053	9053	MAP7
10594	MAP9|79884	79884	MAP9
10595	MAPK10|5602	5602	MAPK10
10596	MAPK11|5600	5600	MAPK11
10597	MAPK12|6300	6300	MAPK12
10598	MAPK13|5603	5603	MAPK13
10599	MAPK14|1432	1432	MAPK14
10600	MAPK15|225689	225689	MAPK15
10601	MAPK1IP1L|93487	93487	MAPK1IP1L
10602	MAPK1|5594	5594	MAPK1
10603	MAPK3|5595	5595	MAPK3
10604	MAPK4|5596	5596	MAPK4
10605	MAPK6|5597	5597	MAPK6
10606	MAPK7|5598	5598	MAPK7
10607	MAPK8IP1|9479	9479	MAPK8IP1
10608	MAPK8IP2|23542	23542	MAPK8IP2
10609	MAPK8IP3|23162	23162	MAPK8IP3
10610	MAPK8|5599	5599	MAPK8
10611	MAPK9|5601	5601	MAPK9
10612	MAPKAP1|79109	79109	MAPKAP1
10613	MAPKAPK2|9261	9261	MAPKAPK2
10614	MAPKAPK3|7867	7867	MAPKAPK3
10615	MAPKAPK5|8550	8550	MAPKAPK5
10616	MAPKBP1|23005	23005	MAPKBP1
10617	MAPKSP1|8649	8649	MAPKSP1
10618	MAPRE1|22919	22919	MAPRE1
10619	MAPRE2|10982	10982	MAPRE2
10620	MAPRE3|22924	22924	MAPRE3
10621	MAPT|4137	4137	MAPT
10622	MARCH10|162333	162333	MARCH10
10623	MARCH11|441061	441061	MARCH11
10624	MARCH1|55016	55016	MARCH1
10625	MARCH2|51257	51257	MARCH2
10626	MARCH3|115123	115123	MARCH3
10627	MARCH4|57574	57574	MARCH4
10628	MARCH5|54708	54708	MARCH5
10629	MARCH6|10299	10299	MARCH6
10630	MARCH7|64844	64844	MARCH7
10631	MARCH8|220972	220972	MARCH8
10632	MARCH9|92979	92979	MARCH9
10633	MARCKSL1|65108	65108	MARCKSL1
10634	MARCKS|4082	4082	MARCKS
10635	MARCO|8685	8685	MARCO
10636	MARK1|4139	4139	MARK1
10637	MARK2|2011	2011	MARK2
10638	MARK3|4140	4140	MARK3
10639	MARK4|57787	57787	MARK4
10640	MARS2|92935	92935	MARS2
10641	MARS|4141	4141	MARS
10642	MARVELD1|83742	83742	MARVELD1
10643	MARVELD2|153562	153562	MARVELD2
10644	MARVELD3|91862	91862	MARVELD3
10645	MAS1L|116511	116511	MAS1L
10646	MAS1|4142	4142	MAS1
10647	MASP1|5648	5648	MASP1
10648	MASP2|10747	10747	MASP2
10649	MAST1|22983	22983	MAST1
10650	MAST2|23139	23139	MAST2
10651	MAST3|23031	23031	MAST3
10652	MAST4|375449	375449	MAST4
10653	MASTL|84930	84930	MASTL
10654	MAT1A|4143	4143	MAT1A
10655	MAT2A|4144	4144	MAT2A
10656	MAT2B|27430	27430	MAT2B
10657	MATK|4145	4145	MATK
10658	MATN1|4146	4146	MATN1
10659	MATN2|4147	4147	MATN2
10660	MATN3|4148	4148	MATN3
10661	MATN4|8785	8785	MATN4
10662	MATR3|9782	9782	MATR3
10663	MAVS|57506	57506	MAVS
10664	MAX|4149	4149	MAX
10665	MAZ|4150	4150	MAZ
10666	MBD1|4152	4152	MBD1
10667	MBD2|8932	8932	MBD2
10668	MBD3L1|85509	85509	MBD3L1
10669	MBD3L2|125997	125997	MBD3L2
10670	MBD3L5|284428	284428	MBD3L5
10671	MBD3|53615	53615	MBD3
10672	MBD4|8930	8930	MBD4
10673	MBD5|55777	55777	MBD5
10674	MBD6|114785	114785	MBD6
10675	MBIP|51562	51562	MBIP
10676	MBL1P|8512	8512	MBL1P
10677	MBL2|4153	4153	MBL2
10678	MBLAC1|255374	255374	MBLAC1
10679	MBLAC2|153364	153364	MBLAC2
10680	MBNL1|4154	4154	MBNL1
10681	MBNL2|10150	10150	MBNL2
10682	MBNL3|55796	55796	MBNL3
10683	MBOAT1|154141	154141	MBOAT1
10684	MBOAT2|129642	129642	MBOAT2
10685	MBOAT4|619373	619373	MBOAT4
10686	MBOAT7|79143	79143	MBOAT7
10687	MBP|4155	4155	MBP
10688	MBTD1|54799	54799	MBTD1
10689	MBTPS1|8720	8720	MBTPS1
10690	MBTPS2|51360	51360	MBTPS2
10691	MB|4151	4151	MB
10692	MC1R|4157	4157	MC1R
10693	MC2R|4158	4158	MC2R
10694	MC3R|4159	4159	MC3R
10695	MC4R|4160	4160	MC4R
10696	MC5R|4161	4161	MC5R
10697	MCAM|4162	4162	MCAM
10698	MCART1|92014	92014	MCART1
10699	MCART2|147407	147407	MCART2
10700	MCART3P|442229	442229	MCART3P
10701	MCART6|401612	401612	MCART6
10702	MCAT|27349	27349	MCAT
10703	MCCC1|56922	56922	MCCC1
10704	MCCC2|64087	64087	MCCC2
10705	MCCD1|401250	401250	MCCD1
10706	MCC|4163	4163	MCC
10707	MCEE|84693	84693	MCEE
10708	MCF2L2|23101	23101	MCF2L2
10709	MCF2L|23263	23263	MCF2L
10710	MCF2|4168	4168	MCF2
10711	MCFD2|90411	90411	MCFD2
10712	MCHR1|2847	2847	MCHR1
10713	MCHR2|84539	84539	MCHR2
10714	MCL1|4170	4170	MCL1
10715	MCM10|55388	55388	MCM10
10716	MCM2|4171	4171	MCM2
10717	MCM3APAS|114044	114044	MCM3APAS
10718	MCM3AP|8888	8888	MCM3AP
10719	MCM3|4172	4172	MCM3
10720	MCM4|4173	4173	MCM4
10721	MCM5|4174	4174	MCM5
10722	MCM6|4175	4175	MCM6
10723	MCM7|4176	4176	MCM7
10724	MCM8|84515	84515	MCM8
10725	MCM9|254394	254394	MCM9
10726	MCOLN1|57192	57192	MCOLN1
10727	MCOLN2|255231	255231	MCOLN2
10728	MCOLN3|55283	55283	MCOLN3
10729	MCPH1|79648	79648	MCPH1
10730	MCRS1|10445	10445	MCRS1
10731	MCTP1|79772	79772	MCTP1
10732	MCTP2|55784	55784	MCTP2
10733	MCTS1|28985	28985	MCTS1
10734	MDC1|9656	9656	MDC1
10735	MDFIC|29969	29969	MDFIC
10736	MDFI|4188	4188	MDFI
10737	MDGA1|266727	266727	MDGA1
10738	MDGA2|161357	161357	MDGA2
10739	MDH1B|130752	130752	MDH1B
10740	MDH1|4190	4190	MDH1
10741	MDH2|4191	4191	MDH2
10742	MDK|4192	4192	MDK
10743	MDM1|56890	56890	MDM1
10744	MDM2|4193	4193	MDM2
10745	MDM4|4194	4194	MDM4
10746	MDN1|23195	23195	MDN1
10747	MDP1|145553	145553	MDP1
10748	MDS2|259283	259283	MDS2
10749	ME1|4199	4199	ME1
10750	ME2|4200	4200	ME2
10751	ME3|10873	10873	ME3
10752	MEA1|4201	4201	MEA1
10753	MEAF6|64769	64769	MEAF6
10754	MECOM|2122	2122	MECOM
10755	MECP2|4204	4204	MECP2
